,paper_title,paper_link,conference,year,repo_link,repo_star,last_update,img2graph,text2graph,code2graph,Platform
434,Quaternion Convolutional Neural Networks,http://openaccess.thecvf.com/content_ECCV_2018/html/Xuanyu_Zhu_Quaternion_Convolutional_Neural_ECCV_2018_paper.html,ECCV,2018,https://github.com/TParcollet/Quaternion-Convolutional-Neural-Networks-for-End-to-End-Automatic-Speech-Recognition,30,1/2/2019,0,0,0,tensorflow
435,Learning Dynamic Memory Networks for Object Tracking,http://openaccess.thecvf.com/content_ECCV_2018/html/Tianyu_Yang_Learning_Dynamic_Memory_ECCV_2018_paper.html,ECCV,2018,https://github.com/skyoung/MemTrack,32,1/2/2019,0,0,0,tensorflow
436,Realtime Multi-Person 2D Pose Estimation Using Part Affinity Fields,http://openaccess.thecvf.com/content_cvpr_2017/html/Cao_Realtime_Multi-Person_2D_CVPR_2017_paper.html,CVPR,2017,https://github.com/PoseAIChallenger/mxnet_pose_for_AI_challenger,29,1/2/2019,0,0,0,pytorch
437,Deep Variation-Structured Reinforcement Learning for Visual Relationship and Attribute Detection,http://openaccess.thecvf.com/content_cvpr_2017/html/Liang_Deep_Variation-Structured_Reinforcement_CVPR_2017_paper.html,CVPR,2017,https://github.com/nexusapoorvacus/DeepVariationStructuredRL,32,1/2/2019,0,0,0,pytorch
438,Deep 360 Pilot: Learning a Deep Agent for Piloting Through 360deg Sports Videos,http://openaccess.thecvf.com/content_cvpr_2017/html/Hu_Deep_360_Pilot_CVPR_2017_paper.html,CVPR,2017,https://github.com/eborboihuc/Deep360Pilot-CVPR17,27,1/2/2019,0,0,0,tensorflow
439,Learning to Prune Deep Neural Networks via Layer-wise Optimal Brain Surgeon,http://papers.nips.cc/paper/7071-learning-to-prune-deep-neural-networks-via-layer-wise-optimal-brain-surgeon.pdf,NIPS,2017,https://github.com/csyhhu/L-OBS,31,1/2/2019,0,0,0,tensorflow
440,Disentangling by Factorising,http://proceedings.mlr.press/v80/kim18b.html,ICML,2018,https://github.com/1Konny/FactorVAE,37,1/2/2019,0,0,0,pytorch
441,Tangent Convolutions for Dense Prediction in 3D,http://openaccess.thecvf.com/content_cvpr_2018/papers/Tatarchenko_Tangent_Convolutions_for_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/tatarchm/tangent_conv,37,1/2/2019,1,0,0,tensorflow
442,SketchyScene: Richly-Annotated Scene Sketches,http://openaccess.thecvf.com/content_ECCV_2018/html/Changqing_Zou_SketchyScene_Richly-Annotated_Scene_ECCV_2018_paper.html,ECCV,2018,https://github.com/SketchyScene/SketchyScene,31,1/2/2019,0,0,0,tensorflow
443,Learning to Evaluate Image Captioning,http://openaccess.thecvf.com/content_cvpr_2018/papers/Cui_Learning_to_Evaluate_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/richardaecn/cvpr18-caption-eval,38,1/2/2019,0,0,0,tensorflow
444,Speed/Accuracy Trade-Offs for Modern Convolutional Object Detectors,http://openaccess.thecvf.com/content_cvpr_2017/html/Huang_SpeedAccuracy_Trade-Offs_for_CVPR_2017_paper.html,CVPR,2017,https://github.com/rayanelleuch/Speed-accuracy-trade-offs-for-modern-convolutional-object-detectors,26,1/2/2019,0,0,0,tensorflow
445,Adversarially Learned One-Class Classifier for Novelty Detection,http://openaccess.thecvf.com/content_cvpr_2018/papers/Sabokrou_Adversarially_Learned_One-Class_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/khalooei/ALOCC-CVPR2018,37,1/2/2019,0,0,0,tensorflow
446,Layer-structured 3D Scene Inference via View Synthesis,http://openaccess.thecvf.com/content_ECCV_2018/html/Shubham_Tulsiani_Layer-structured_3D_Scene_ECCV_2018_paper.html,ECCV,2018,https://github.com/google/layered-scene-inference,28,1/2/2019,0,0,0,tensorflow
447,Learning Spread-Out Local Feature Descriptors,http://openaccess.thecvf.com/content_iccv_2017/html/Zhang_Learning_Spread-Out_Local_ICCV_2017_paper.html,ICCV,2017,https://github.com/ColumbiaDVMM/Spread-out_Local_Feature_Descriptor,28,1/2/2019,0,0,0,tensorflow
448,Bidirectional Feature Pyramid Network with Recurrent Attention Residual Modules for Shadow Detection,http://openaccess.thecvf.com/content_ECCV_2018/html/Lei_Zhu_Bi-directional_Feature_Pyramid_ECCV_2018_paper.html,ECCV,2018,https://github.com/zijundeng/BDRAR,32,1/2/2019,1,0,0,pytorch
449,First Order Generative Adversarial Networks,http://proceedings.mlr.press/v80/seward18a.html,ICML,2018,https://github.com/zalandoresearch/first_order_gan,25,1/2/2019,0,0,0,tensorflow
450,Revisiting Video Saliency: A Large-Scale Benchmark and a New Model,http://openaccess.thecvf.com/content_cvpr_2018/papers/Wang_Revisiting_Video_Saliency_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/wenguanwang/DHF1K,30,1/2/2019,0,0,0,tensorflow
451,Interpretable Intuitive Physics Model,http://openaccess.thecvf.com/content_ECCV_2018/html/Tian_Ye_Interpretable_Intuitive_Physics_ECCV_2018_paper.html,ECCV,2018,https://github.com/tianye95/interpretable-intuitive-physics-model,27,1/2/2019,0,0,0,pytorch
452,Improved Variational Autoencoders for Text Modeling using Dilated Convolutions,http://proceedings.mlr.press/v70/yang17d.html,ICML,2017,https://github.com/ryokamoi/dcnn_textvae,26,1/2/2019,0,0,0,tensorflow
453,Deep Texture Manifold for Ground Terrain Recognition,http://openaccess.thecvf.com/content_cvpr_2018/papers/Xue_Deep_Texture_Manifold_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/jiaxue1993/Deep-Encoding-Pooling-Network-DEP-,25,1/2/2019,1,0,0,pytorch
454,IQA: Visual Question Answering in Interactive Environments,http://openaccess.thecvf.com/content_cvpr_2018/papers/Gordon_IQA_Visual_Question_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/danielgordon10/thor-iqa-cvpr-2018,60,1/2/2019,0,0,0,tensorflow
455,Real-Time Neural Style Transfer for Videos,http://openaccess.thecvf.com/content_cvpr_2017/html/Huang_Real-Time_Neural_Style_CVPR_2017_paper.html,CVPR,2017,https://github.com/curaai00/RT-StyleTransfer-forVideo,30,1/2/2019,1,0,0,pytorch
456,Fast Training of Triplet-Based Deep Binary Embedding Networks,http://openaccess.thecvf.com/content_cvpr_2016/html/Zhuang_Fast_Training_of_CVPR_2016_paper.html,CVPR,2016,https://github.com/xwzy/Triplet-deep-hash-pytorch,25,1/2/2019,0,0,0,pytorch
457,Domain-Adaptive Deep Network Compression,http://openaccess.thecvf.com/content_iccv_2017/html/Masana_Domain-Adaptive_Deep_Network_ICCV_2017_paper.html,ICCV,2017,https://github.com/mmasana/DALR,24,1/2/2019,0,0,0,tensorflow
458,Multimodal Transfer: A Hierarchical Deep Convolutional Neural Network for Fast Artistic Style Transfer,http://openaccess.thecvf.com/content_cvpr_2017/html/Wang_Multimodal_Transfer_A_CVPR_2017_paper.html,CVPR,2017,https://github.com/fullfanta/multimodal_transfer,22,1/2/2019,0,0,0,tensorflow
459,Conditional Image-to-Image Translation,http://openaccess.thecvf.com/content_cvpr_2018/papers/Lin_Conditional_Image-to-Image_Translation_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/znxlwm/pytorch-Conditional-image-to-image-translation,25,1/2/2019,0,0,0,pytorch
460,Learning to Promote Saliency Detectors,http://openaccess.thecvf.com/content_cvpr_2018/papers/Zeng_Learning_to_Promote_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/zengxianyu/lps,21,1/2/2019,0,0,0,pytorch
461,Visualizing the Loss Landscape of Neural Nets,http://arxiv.org/abs/1712.09913v2,NIPS,2018,https://github.com/tomgoldstein/loss-landscape,724,1/2/2019,0,0,0,pytorch
462,Dense Human Body Correspondences Using Convolutional Networks,http://openaccess.thecvf.com/content_cvpr_2016/html/Wei_Dense_Human_Body_CVPR_2016_paper.html,CVPR,2016,https://github.com/halimacc/DenseHumanBodyCorrespondences,27,1/2/2019,0,0,0,tensorflow
463,Improving Shape Deformation in Unsupervised Image-to-Image Translation,http://openaccess.thecvf.com/content_ECCV_2018/html/Aaron_Gokaslan_Improving_Shape_Deformation_ECCV_2018_paper.html,ECCV,2018,https://github.com/brownvc/ganimorph,33,1/2/2019,0,0,0,tensorflow
464,Eye In-Painting With Exemplar Generative Adversarial Networks,http://openaccess.thecvf.com/content_cvpr_2018/papers/Dolhansky_Eye_In-Painting_With_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/zhangqianhui/Exemplar-GAN-Eye-Inpainting-Tensorflow,35,1/2/2019,0,0,0,tensorflow
465,EC-Net: an Edge-aware Point set Consolidation Network,http://openaccess.thecvf.com/content_ECCV_2018/html/Lequan_Yu_EC-Net_an_Edge-aware_ECCV_2018_paper.html,ECCV,2018,https://github.com/yulequan/EC-Net,27,1/2/2019,1,0,0,tensorflow
466,Deep Mean-Shift Priors for Image Restoration,http://papers.nips.cc/paper/6678-deep-mean-shift-priors-for-image-restoration.pdf,NIPS,2017,https://github.com/siavashBigdeli/DMSP,20,1/2/2019,0,0,0,tensorflow
467,CondenseNet: An Efficient DenseNet Using Learned Group Convolutions,http://openaccess.thecvf.com/content_cvpr_2018/papers/Huang_CondenseNet_An_Efficient_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/markdtw/condensenet-tensorflow,22,1/2/2019,1,0,0,tensorflow
468,The Numerics of GANs,http://papers.nips.cc/paper/6779-the-numerics-of-gans.pdf,NIPS,2017,https://github.com/LMescheder/TheNumericsOfGANs,20,1/2/2019,0,0,0,tensorflow
469,Towards Accurate Multi-Person Pose Estimation in the Wild,http://openaccess.thecvf.com/content_cvpr_2017/html/Papandreou_Towards_Accurate_Multi-Person_CVPR_2017_paper.html,CVPR,2017,https://github.com/hackiey/keypoints,30,1/2/2019,0,0,0,pytorch
470,Improved Fusion of Visual and Language Representations by Dense Symmetric Co-Attention for Visual Question Answering,http://openaccess.thecvf.com/content_cvpr_2018/papers/Nguyen_Improved_Fusion_of_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/cvlab-tohoku/Dense-CoAttention-Network,33,1/2/2019,0,0,0,pytorch
471,Dual Discriminator Generative Adversarial Nets,http://papers.nips.cc/paper/6860-dual-discriminator-generative-adversarial-nets.pdf,NIPS,2017,https://github.com/tund/D2GAN,23,1/2/2019,1,0,0,tensorflow
472,Partial Transfer Learning With Selective Adversarial Networks,http://openaccess.thecvf.com/content_cvpr_2018/papers/Cao_Partial_Transfer_Learning_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/thuml/SAN,26,1/2/2019,0,0,0,pytorch
473,Learning Single-View 3D Reconstruction with Limited Pose Supervision,http://openaccess.thecvf.com/content_ECCV_2018/html/Guandao_Yang_A_Unified_Framework_ECCV_2018_paper.html,ECCV,2018,https://github.com/stevenygd/3d-recon,33,1/2/2019,1,0,0,tensorflow
474,Cross-Modal Deep Variational Hand Pose Estimation,http://openaccess.thecvf.com/content_cvpr_2018/papers/Spurr_Cross-Modal_Deep_Variational_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/spurra/vae-hands-3d,26,1/2/2019,0,0,0,tensorflow
475,Exploiting the Potential of Standard Convolutional Autoencoders for Image Restoration by Evolutionary Search,http://proceedings.mlr.press/v80/suganuma18a.html,ICML,2018,https://github.com/sg-nm/Evolutionary-Autoencoders,23,1/2/2019,1,0,0,pytorch
476,Long Short-Term Memory Kalman Filters: Recurrent Neural Estimators for Pose Regularization,http://openaccess.thecvf.com/content_iccv_2017/html/Coskun_Long_Short-Term_Memory_ICCV_2017_paper.html,ICCV,2017,https://github.com/Seleucia/lstmkf_ICCV2017,24,1/2/2019,1,0,0,tensorflow
477,Speaker-Follower Models for Vision-and-Language Navigation,https://arxiv.org/abs/1806.02724,NIPS,2018,https://github.com/ronghanghu/speaker_follower,33,1/2/2019,0,0,0,pytorch
478,Encoder-Decoder with Atrous Separable Convolution for Semantic Image Segmentation,http://openaccess.thecvf.com/content_ECCV_2018/html/Liang-Chieh_Chen_Encoder-Decoder_with_Atrous_ECCV_2018_paper.html,ECCV,2018,https://github.com/qixuxiang/deeplabv3plus,28,1/2/2019,0,0,0,tensorflow
479,DropoutNet: Addressing Cold Start in Recommender Systems,http://papers.nips.cc/paper/7081-dropoutnet-addressing-cold-start-in-recommender-systems.pdf,NIPS,2017,https://github.com/layer6ai-labs/DropoutNet,27,1/2/2019,1,0,0,tensorflow
480,Incremental Learning of Object Detectors Without Catastrophic Forgetting,http://openaccess.thecvf.com/content_iccv_2017/html/Shmelkov_Incremental_Learning_of_ICCV_2017_paper.html,ICCV,2017,https://github.com/kshmelkov/incremental_detectors,24,1/2/2019,0,0,0,tensorflow
481,Adversarial Feature Matching for Text Generation,http://proceedings.mlr.press/v70/zhang17b.html,ICML,2017,https://github.com/Jeff-HOU/UROP-Adversarial-Feature-Matching-for-Text-Generation,18,1/2/2019,0,0,0,tensorflow
482,Explicit Inductive Bias for Transfer Learning with Convolutional Networks,http://proceedings.mlr.press/v80/li18a.html,ICML,2018,https://github.com/holyseven/TransferLearningClassification,24,1/2/2019,0,0,0,tensorflow
483,Hyperbolic Neural Networks,http://arxiv.org/abs/1805.09112v2,NIPS,2018,https://github.com/dalab/hyperbolic_nn,37,1/2/2019,0,0,0,tensorflow
484,LEGO: Learning Edge With Geometry All at Once by Watching Videos,http://openaccess.thecvf.com/content_cvpr_2018/papers/Yang_LEGO_Learning_Edge_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/zhenheny/LEGO,24,1/2/2019,0,0,0,tensorflow
485,Audio-Visual Event Localization in Unconstrained Videos,http://openaccess.thecvf.com/content_ECCV_2018/html/Yapeng_Tian_Audio-Visual_Event_Localization_ECCV_2018_paper.html,ECCV,2018,https://github.com/YapengTian/AVE-ECCV18,25,1/2/2019,1,0,0,tensorflow
486,Neural Code Comprehension: A Learnable Representation of Code Semantics,http://arxiv.org/abs/1806.07336v2,NIPS,2018,https://github.com/spcl/ncc,35,1/2/2019,0,0,0,tensorflow
487,Deep Reinforcement Learning of Marked Temporal Point Processes,http://arxiv.org/abs/1805.09360v1,NIPS,2018,https://github.com/Networks-Learning/tpprl,24,1/2/2019,0,0,0,tensorflow
488,Single Shot Scene Text Retrieval,http://openaccess.thecvf.com/content_ECCV_2018/html/Lluis_Gomez_Single_Shot_Scene_ECCV_2018_paper.html,ECCV,2018,https://github.com/lluisgomez/single-shot-str,29,1/2/2019,0,0,0,tensorflow
489,Deep Randomized Ensembles for Metric Learning,http://openaccess.thecvf.com/content_ECCV_2018/html/Hong_Xuan_Randomized_Ensemble_Embeddings_ECCV_2018_paper.html,ECCV,2018,https://github.com/littleredxh/DREML,30,1/2/2019,0,0,0,pytorch
490,Image Super-Resolution Using Dense Skip Connections,http://openaccess.thecvf.com/content_iccv_2017/html/Tong_Image_Super-Resolution_Using_ICCV_2017_paper.html,ICCV,2017,https://github.com/kweisamx/TensorFlow-SR-DenseNet,22,1/2/2019,0,0,0,tensorflow
491,Neural Architecture Search with Bayesian Optimisation and Optimal Transport,https://arxiv.org/abs/1802.07191,NIPS,2018,https://github.com/kirthevasank/nasbot,39,1/2/2019,1,0,0,tensorflow
492,Combined Group and Exclusive Sparsity for Deep Neural Networks,http://proceedings.mlr.press/v70/yoon17a.html,ICML,2017,https://github.com/jaehong-yoon93/CGES,21,1/2/2019,0,0,0,tensorflow
493,Skeleton Key: Image Captioning by Skeleton-Attribute Decomposition,http://openaccess.thecvf.com/content_cvpr_2017/html/Wang_Skeleton_Key_Image_CVPR_2017_paper.html,CVPR,2017,https://github.com/feiyu1990/Skeleton-key,20,1/2/2019,0,0,0,tensorflow
494,Deep High Dynamic Range Imaging with Large Foreground Motions,http://openaccess.thecvf.com/content_ECCV_2018/html/Shangzhe_Wu_Deep_High_Dynamic_ECCV_2018_paper.html,ECCV,2018,https://github.com/elliottwu/DeepHDR,30,1/2/2019,0,0,0,tensorflow
495,Who Let the Dogs Out? Modeling Dog Behavior From Visual Data,http://openaccess.thecvf.com/content_cvpr_2018/papers/Ehsani_Who_Let_the_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/ehsanik/dogTorch,27,1/2/2019,1,0,0,pytorch
496,GraphBit: Bitwise Interaction Mining via Deep Reinforcement Learning,http://openaccess.thecvf.com/content_cvpr_2018/papers/Duan_GraphBit_Bitwise_Interaction_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/duanyq14/GraphBit,20,1/2/2019,0,0,0,tensorflow
497,Stochastic Generative Hashing,http://proceedings.mlr.press/v70/dai17a.html,ICML,2017,https://github.com/doubling/Stochastic_Generative_Hashing,18,1/2/2019,0,0,0,tensorflow
498,Context Selection for Embedding Models,http://papers.nips.cc/paper/7067-context-selection-for-embedding-models.pdf,NIPS,2017,https://github.com/blei-lab/context-selection-embedding,20,1/2/2019,0,0,0,tensorflow
499,PiCANet: Learning Pixel-Wise Contextual Attention for Saliency Detection,http://openaccess.thecvf.com/content_cvpr_2018/papers/Liu_PiCANet_Learning_Pixel-Wise_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/Ugness/PiCANet-Implementation,28,1/2/2019,0,0,0,pytorch
500,Attentive Semantic Video Generation Using Captions,http://openaccess.thecvf.com/content_iccv_2017/html/Marwah_Attentive_Semantic_Video_ICCV_2017_paper.html,ICCV,2017,https://github.com/Singularity42/cap2vid,18,1/2/2019,1,0,0,tensorflow
501,PieAPP: Perceptual Image-Error Assessment Through Pairwise Preference,http://openaccess.thecvf.com/content_cvpr_2018/papers/Prashnani_PieAPP_Perceptual_Image-Error_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/prashnani/PerceptualImageError,36,1/2/2019,1,0,0,tensorflow
502,Multi-scale Residual Network for Image Super-Resolution,http://openaccess.thecvf.com/content_ECCV_2018/html/Juncheng_Li_Multi-scale_Residual_Network_ECCV_2018_paper.html,ECCV,2018,https://github.com/MIVRC/MSRN-PyTorch,41,1/2/2019,1,0,0,pytorch
503,GeoDesc: Learning Local Descriptors by Integrating Geometry Constraints,http://openaccess.thecvf.com/content_ECCV_2018/html/Zixin_Luo_Learning_Local_Descriptors_ECCV_2018_paper.html,ECCV,2018,https://github.com/lzx551402/geodesc,32,1/2/2019,0,0,0,tensorflow
504,DVAE#: Discrete Variational Autoencoders with Relaxed Boltzmann Priors,http://arxiv.org/abs/1805.07445v3,NIPS,2018,https://github.com/dojoteef/dvae,18,1/2/2019,0,0,0,tensorflow
505,Deep Metric Learning via Facility Location,http://openaccess.thecvf.com/content_cvpr_2017/html/Song_Deep_Metric_Learning_CVPR_2017_paper.html,CVPR,2017,https://github.com/CongWeilin/cluster-loss-tensorflow,20,1/2/2019,0,0,0,tensorflow
506,Dimensionality-Driven Learning with Noisy Labels,http://proceedings.mlr.press/v80/ma18d.html,ICML,2018,https://github.com/xingjunm/dimensionality-driven-learning,20,1/2/2019,0,0,0,tensorflow
507,Learning to Push the Limits of Efficient FFT-Based Image Deconvolution,http://openaccess.thecvf.com/content_iccv_2017/html/Kruse_Learning_to_Push_ICCV_2017_paper.html,ICCV,2017,https://github.com/uschmidt83/fourier-deconvolution-network,16,1/2/2019,0,0,0,tensorflow
508,Learning Generative ConvNets via Multi-Grid Modeling and Sampling,http://openaccess.thecvf.com/content_cvpr_2018/papers/Gao_Learning_Generative_ConvNets_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/ruiqigao/Multigrid_learning,17,1/2/2019,0,0,0,tensorflow
509,Explainable Neural Computation via Stack Neural Module Networks,http://openaccess.thecvf.com/content_ECCV_2018/html/Ronghang_Hu_Explainable_Neural_Computation_ECCV_2018_paper.html,ECCV,2018,https://github.com/ronghanghu/snmn,29,1/2/2019,0,0,0,tensorflow
510,3D Steerable CNNs: Learning Rotationally Equivariant Features in Volumetric Data,https://arxiv.org/abs/1807.02547,NIPS,2018,https://github.com/mariogeiger/se3cnn,33,1/2/2019,0,0,0,pytorch
511,Towards Faster Training of Global Covariance Pooling Networks by Iterative Matrix Square Root Normalization,http://openaccess.thecvf.com/content_cvpr_2018/papers/Li_Towards_Faster_Training_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/jiangtaoxie/fast-MPN-COV,40,1/2/2019,0,0,0,tensorflow
512,InfoGAIL: Interpretable Imitation Learning from Visual Demonstrations,http://papers.nips.cc/paper/6971-infogail-interpretable-imitation-learning-from-visual-demonstrations.pdf,NIPS,2017,https://github.com/ermongroup/infogail,20,1/2/2019,0,0,0,tensorflow
513,Neural system identification for large populations separating “what” and “where”,http://papers.nips.cc/paper/6942-neural-system-identification-for-large-populations-separating-what-and-where.pdf,NIPS,2017,https://github.com/david-klindt/NIPS2017,17,1/2/2019,0,0,0,tensorflow
514,Zero-Inflated Exponential Family Embeddings,http://proceedings.mlr.press/v70/liu17a.html,ICML,2017,https://github.com/blei-lab/zero-inflated-embedding,20,1/2/2019,0,0,0,tensorflow
515,Visual Question Reasoning on General Dependency Tree,http://openaccess.thecvf.com/content_cvpr_2018/papers/Cao_Visual_Question_Reasoning_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/bezorro/ACMN-Pytorch,17,1/2/2019,0,0,0,pytorch
516,Deep Unsupervised Similarity Learning Using Partially Ordered Sets,http://openaccess.thecvf.com/content_cvpr_2017/html/Bautista_Deep_Unsupervised_Similarity_CVPR_2017_paper.html,CVPR,2017,https://github.com/asanakoy/deep_unsupervised_posets,17,1/2/2019,0,0,0,tensorflow
517,Disentangling Factors of Variation with Cycle-Consistent Variational Auto-Encoders,http://openaccess.thecvf.com/content_ECCV_2018/html/Ananya_Harsh_Jha_Disentangling_Factors_of_ECCV_2018_paper.html,ECCV,2018,https://github.com/ananyahjha93/cycle-consistent-vae,19,1/2/2019,1,0,0,pytorch
518,Zero-Shot Visual Recognition Using Semantics-Preserving Adversarial Embedding Networks,http://openaccess.thecvf.com/content_cvpr_2018/papers/Chen_Zero-Shot_Visual_Recognition_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/zjuchenlong/sp-aen.cvpr18,20,1/2/2019,1,0,0,tensorflow
519,Weakly-Supervised Action Segmentation With Iterative Soft Boundary Assignment,http://openaccess.thecvf.com/content_cvpr_2018/papers/Ding_Weakly-Supervised_Action_Segmentation_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/Zephyr-D/TCFPN-ISBA,16,1/2/2019,0,0,0,tensorflow
520,Deep One-Class Classification,http://proceedings.mlr.press/v80/ruff18a.html,ICML,2018,https://github.com/lukasruff/Deep-SVDD,34,1/2/2019,0,0,0,pytorch
521,Learning Descriptor Networks for 3D Shape Synthesis and Analysis,http://openaccess.thecvf.com/content_cvpr_2018/papers/Xie_Learning_Descriptor_Networks_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/jianwen-xie/3DDescriptorNet,19,1/2/2019,0,0,0,tensorflow
522,EPINET: A Fully-Convolutional Neural Network Using Epipolar Geometry for Depth From Light Field Images,http://openaccess.thecvf.com/content_cvpr_2018/papers/Shin_EPINET_A_Fully-Convolutional_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/chshin10/epinet,18,1/2/2019,0,0,0,tensorflow
523,Deep Learning with Topological Signatures,http://papers.nips.cc/paper/6761-deep-learning-with-topological-signatures.pdf,NIPS,2017,https://github.com/c-hofer/nips2017,17,1/2/2019,0,0,0,pytorch
524,Conditional Image-Text Embedding Networks,http://openaccess.thecvf.com/content_ECCV_2018/html/Bryan_Plummer_Conditional_Image-Text_Embedding_ECCV_2018_paper.html,ECCV,2018,https://github.com/BryanPlummer/cite,18,1/2/2019,1,0,0,tensorflow
525,Action Sets: Weakly Supervised Action Segmentation Without Ordering Constraints,http://openaccess.thecvf.com/content_cvpr_2018/papers/Richard_Action_Sets_Weakly_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/alexanderrichard/action-sets,14,1/2/2019,0,0,0,pytorch
526,Grounding Referring Expressions in Images by Variational Context,http://openaccess.thecvf.com/content_cvpr_2018/papers/Zhang_Grounding_Referring_Expressions_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/yuleiniu/vc,15,1/2/2019,0,0,0,tensorflow
527,Automatic Spatially-Aware Fashion Concept Discovery,http://openaccess.thecvf.com/content_iccv_2017/html/Han_Automatic_Spatially-Aware_Fashion_ICCV_2017_paper.html,ICCV,2017,https://github.com/xthan/fashion-200k,20,1/2/2019,0,0,0,tensorflow
528,Single-Image Crowd Counting via Multi-Column Convolutional Neural Network,http://openaccess.thecvf.com/content_cvpr_2016/html/Zhang_Single-Image_Crowd_Counting_CVPR_2016_paper.html,CVPR,2016,https://github.com/uestcchicken/crowd-counting-MCNN,19,1/2/2019,0,0,0,tensorflow
529,Learning Proximal Operators: Using Denoising Networks for Regularizing Inverse Imaging Problems,http://openaccess.thecvf.com/content_iccv_2017/html/Meinhardt_Learning_Proximal_Operators_ICCV_2017_paper.html,ICCV,2017,https://github.com/tum-vision/learn_prox_ops,15,1/2/2019,0,0,0,tensorflow
530,A Spectral Approach to Gradient Estimation for Implicit Distributions,http://proceedings.mlr.press/v80/shi18a.html,ICML,2018,https://github.com/thjashin/spectral-stein-grad,17,1/2/2019,0,0,0,tensorflow
531,Toward Characteristic-Preserving Image-based Virtual Try-On Network,http://openaccess.thecvf.com/content_ECCV_2018/html/Bochao_Wang_Toward_Characteristic-Preserving_Image-based_ECCV_2018_paper.html,ECCV,2018,https://github.com/sergeywong/cp-vton,29,1/2/2019,0,0,0,pytorch
532,Large Scale Fine-Grained Categorization and Domain-Specific Transfer Learning,http://openaccess.thecvf.com/content_cvpr_2018/papers/Cui_Large_Scale_Fine-Grained_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/richardaecn/cvpr18-inaturalist-transfer,31,1/2/2019,0,0,0,tensorflow
533,Quantized Convolutional Neural Networks for Mobile Devices,http://openaccess.thecvf.com/content_cvpr_2016/html/Wu_Quantized_Convolutional_Neural_CVPR_2016_paper.html,CVPR,2016,https://github.com/OluwoleOyetoke/Computer_Vision_Using_TensorFlowLite,20,1/2/2019,0,0,0,tensorflow
534,ISTA-Net: Interpretable Optimization-Inspired Deep Network for Image Compressive Sensing,http://openaccess.thecvf.com/content_cvpr_2018/papers/Zhang_ISTA-Net_Interpretable_Optimization-Inspired_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/jianzhangcs/ISTA-Net,22,1/2/2019,0,0,0,tensorflow
535,Predicting Gaze in Egocentric Video by Learning Task-dependent Attention Transition,http://openaccess.thecvf.com/content_ECCV_2018/html/Huang_Predicting_Gaze_in_ECCV_2018_paper.html,ECCV,2018,https://github.com/hyf015/egocentric-gaze-prediction,16,1/2/2019,0,0,0,pytorch
536,Unsupervised Geometry-Aware Representation for 3D Human Pose Estimation,http://openaccess.thecvf.com/content_ECCV_2018/html/Helge_Rhodin_Unsupervised_Geometry-Aware_Representation_ECCV_2018_paper.html,ECCV,2018,https://github.com/hrhodin/UnsupervisedGeometryAwareRepresentationLearning,37,1/2/2019,0,0,0,pytorch
537,RoomNet: End-To-End Room Layout Estimation,http://openaccess.thecvf.com/content_iccv_2017/html/Lee_RoomNet_End-To-End_Room_ICCV_2017_paper.html,ICCV,2017,https://github.com/GitBoSun/roomnet,17,1/2/2019,0,0,0,tensorflow
538,Few-Shot Learning Through an Information Retrieval  Lens,http://papers.nips.cc/paper/6820-few-shot-learning-through-an-information-retrieval-lens.pdf,NIPS,2017,https://github.com/eleniTriantafillou/few_shot_mAP_public,16,1/2/2019,0,0,0,tensorflow
539,Streaming Weak Submodularity: Interpreting Neural Networks on the Fly,http://papers.nips.cc/paper/6993-streaming-weak-submodularity-interpreting-neural-networks-on-the-fly.pdf,NIPS,2017,https://github.com/eelenberg/streak,14,1/2/2019,0,0,0,tensorflow
